sweep;<m>;
1;0.829072
2;0.817385
3;0.82469
4;0.807159
5;0.796932
6;0.79401
7;0.805698
8;0.79401
9;0.789627
10;0.79401
11;0.811541
12;0.798393
13;0.780862
14;0.782323
15;0.802776
16;0.792549
17;0.802776
18;0.776479
19;0.76187
20;0.786706
21;0.782323
22;0.773557
23;0.770636
24;0.776479
25;0.767714
26;0.795471
27;0.805698
28;0.808619
29;0.792549
30;0.782323
31;0.786706
32;0.772096
33;0.780862
34;0.802776
35;0.79401
36;0.789627
37;0.796932
38;0.780862
39;0.758948
40;0.775018
41;0.766253
42;0.779401
43;0.779401
44;0.802776
45;0.805698
46;0.802776
47;0.780862
48;0.789627
49;0.792549
50;0.791088
51;0.767714
52;0.786706
53;0.773557
54;0.795471
55;0.798393
56;0.795471
57;0.808619
58;0.817385
59;0.799854
60;0.805698
61;0.796932
62;0.786706
63;0.792549
64;0.772096
65;0.760409
66;0.769175
67;0.764792
68;0.783784
69;0.77794
70;0.770636
71;0.799854
72;0.782323
73;0.773557
74;0.764792
75;0.742878
76;0.748722
77;0.757487
78;0.754565
79;0.764792
80;0.751644
81;0.750183
82;0.754565
83;0.748722
84;0.725347
85;0.731191
86;0.754565
87;0.763331
88;0.750183
89;0.737034
90;0.718042
91;0.71366
92;0.712199
93;0.712199
94;0.720964
95;0.72973
96;0.706355
97;0.709277
98;0.72973
99;0.715121
100;0.715121
101;0.754565
102;0.728269
103;0.754565
104;0.742878
105;0.741417
106;0.751644
107;0.772096
108;0.785245
109;0.817385
110;0.811541
111;0.79401
112;0.804237
113;0.772096
114;0.770636
115;0.79401
116;0.782323
117;0.791088
118;0.79401
119;0.770636
120;0.76187
121;0.763331
122;0.789627
123;0.756026
124;0.760409
125;0.775018
126;0.795471
127;0.796932
128;0.788167
129;0.79401
130;0.775018
131;0.791088
132;0.780862
133;0.811541
134;0.805698
135;0.799854
136;0.802776
137;0.796932
138;0.792549
139;0.785245
140;0.779401
141;0.79401
142;0.798393
143;0.808619
144;0.796932
145;0.779401
146;0.770636
147;0.770636
148;0.77794
149;0.748722
150;0.72973
151;0.701972
152;0.731191
153;0.718042
154;0.69905
155;0.701972
156;0.693207
157;0.723886
158;0.715121
159;0.696129
160;0.712199
161;0.728269
162;0.739956
163;0.747261
164;0.764792
165;0.758948
166;0.747261
167;0.735573
168;0.753104
169;0.785245
170;0.799854
171;0.796932
172;0.813002
173;0.820307
174;0.81008
175;0.805698
176;0.818846
177;0.823229
178;0.799854
179;0.788167
180;0.79401
181;0.788167
182;0.792549
183;0.785245
184;0.783784
185;0.783784
186;0.786706
187;0.779401
188;0.786706
189;0.785245
190;0.807159
191;0.780862
192;0.779401
193;0.753104
194;0.737034
195;0.731191
196;0.737034
197;0.732652
198;0.732652
199;0.72973
200;0.773557
201;0.789627
202;0.782323
203;0.775018
204;0.753104
205;0.769175
206;0.779401
207;0.767714
208;0.775018
209;0.767714
210;0.779401
211;0.744339
212;0.763331
213;0.779401
214;0.780862
215;0.79401
216;0.798393
217;0.817385
218;0.814463
219;0.820307
220;0.79401
221;0.798393
222;0.789627
223;0.807159
224;0.796932
225;0.788167
226;0.786706
227;0.805698
228;0.801315
229;0.785245
230;0.773557
231;0.783784
232;0.779401
233;0.802776
234;0.792549
235;0.799854
236;0.791088
237;0.783784
238;0.780862
239;0.767714
240;0.780862
241;0.782323
242;0.802776
243;0.81008
244;0.81008
245;0.791088
246;0.772096
247;0.776479
248;0.811541
249;0.786706
250;0.81008
251;0.801315
252;0.785245
253;0.770636
254;0.780862
255;0.792549
256;0.791088
257;0.783784
258;0.773557
259;0.783784
260;0.788167
261;0.792549
262;0.788167
263;0.792549
264;0.796932
265;0.796932
266;0.795471
267;0.807159
268;0.81008
269;0.827611
270;0.820307
271;0.818846
272;0.818846
273;0.811541
274;0.791088
275;0.791088
276;0.779401
277;0.789627
278;0.786706
279;0.79401
280;0.780862
281;0.780862
