sweep;<m>;
1;0.926364
2;0.921105
3;0.91453
4;0.90927
5;0.910585
6;0.907955
7;0.90664
8;0.907955
9;0.90664
10;0.921105
11;0.907955
12;0.904011
13;0.913215
14;0.910585
15;0.910585
16;0.904011
17;0.90927
18;0.90927
19;0.918475
20;0.918475
21;0.921105
22;0.910585
23;0.922419
24;0.91979
25;0.915845
26;0.91979
27;0.923734
28;0.91453
29;0.91453
30;0.9119
31;0.905325
32;0.9119
33;0.915845
34;0.91453
35;0.910585
36;0.918475
37;0.918475
38;0.9119
39;0.913215
40;0.91979
41;0.91453
42;0.90664
43;0.9119
44;0.91453
45;0.915845
46;0.91453
47;0.913215
48;0.91453
49;0.910585
50;0.915845
51;0.907955
52;0.91716
53;0.9119
54;0.918475
55;0.921105
56;0.918475
57;0.921105
58;0.91453
59;0.904011
60;0.900066
61;0.907955
62;0.91453
63;0.913215
64;0.9119
65;0.913215
66;0.910585
67;0.910585
68;0.913215
69;0.923734
70;0.923734
71;0.91453
72;0.910585
73;0.90664
74;0.901381
75;0.91716
76;0.9119
77;0.905325
78;0.900066
79;0.900066
80;0.889546
81;0.905325
82;0.900066
83;0.892176
84;0.886917
85;0.886917
86;0.896121
87;0.910585
88;0.9119
89;0.907955
90;0.905325
91;0.91453
92;0.91453
93;0.907955
94;0.91716
95;0.918475
96;0.91453
97;0.918475
98;0.923734
99;0.915845
100;0.9119
101;0.902696
102;0.892176
103;0.897436
104;0.901381
105;0.898751
106;0.91453
107;0.918475
108;0.91453
109;0.91453
110;0.91716
111;0.915845
112;0.907955
113;0.90927
114;0.9119
115;0.91979
116;0.915845
117;0.922419
118;0.904011
119;0.910585
120;0.91453
121;0.91979
122;0.91979
123;0.925049
124;0.91453
125;0.910585
126;0.910585
127;0.907955
128;0.90927
129;0.910585
130;0.91979
131;0.913215
132;0.918475
133;0.9119
134;0.91453
135;0.91979
136;0.925049
137;0.9119
138;0.915845
139;0.913215
140;0.91453
141;0.910585
142;0.91453
143;0.915845
144;0.91453
145;0.91716
146;0.913215
147;0.922419
148;0.90927
149;0.9119
150;0.91979
151;0.905325
152;0.896121
153;0.901381
154;0.90927
155;0.913215
156;0.915845
157;0.907955
158;0.907955
159;0.900066
160;0.905325
161;0.897436
162;0.897436
163;0.905325
164;0.90927
165;0.9119
166;0.915845
167;0.904011
168;0.902696
169;0.915845
170;0.91716
171;0.913215
172;0.9119
173;0.905325
174;0.907955
175;0.901381
176;0.901381
177;0.900066
178;0.913215
179;0.921105
180;0.915845
181;0.921105
182;0.915845
183;0.915845
184;0.91716
185;0.922419
186;0.926364
187;0.925049
188;0.91979
189;0.913215
190;0.90927
191;0.910585
192;0.900066
193;0.900066
194;0.905325
195;0.915845
196;0.904011
197;0.90927
198;0.915845
199;0.90664
200;0.91716
201;0.915845
202;0.913215
203;0.91453
204;0.9119
205;0.921105
206;0.926364
207;0.918475
208;0.918475
209;0.907955
210;0.907955
211;0.904011
212;0.905325
213;0.9119
214;0.921105
215;0.915845
216;0.91716
217;0.91716
218;0.901381
219;0.907955
220;0.90927
221;0.922419
222;0.91453
223;0.907955
224;0.90664
225;0.90927
226;0.91979
227;0.915845
228;0.9119
229;0.913215
230;0.90927
231;0.907955
232;0.921105
233;0.923734
234;0.90927
235;0.910585
236;0.918475
237;0.91716
238;0.913215
239;0.902696
240;0.91453
241;0.901381
242;0.90664
243;0.901381
244;0.893491
245;0.886917
246;0.888231
247;0.896121
248;0.885602
249;0.886917
250;0.890861
251;0.888231
252;0.900066
253;0.904011
254;0.900066
255;0.900066
256;0.896121
257;0.902696
258;0.896121
259;0.889546
260;0.888231
261;0.876397
262;0.885602
263;0.888231
264;0.910585
265;0.915845
266;0.91453
267;0.910585
268;0.921105
269;0.91453
270;0.921105
271;0.923734
272;0.926364
273;0.91979
274;0.91716
275;0.905325
276;0.90927
277;0.907955
278;0.901381
279;0.892176
280;0.900066
281;0.902696
282;0.904011
283;0.898751
284;0.910585
285;0.915845
286;0.905325
287;0.904011
288;0.907955
289;0.913215
290;0.918475
291;0.915845
292;0.907955
293;0.900066
294;0.913215
295;0.904011
296;0.907955
297;0.90927
298;0.91716
299;0.9119
300;0.905325
301;0.90927
302;0.897436
303;0.905325
304;0.907955
305;0.910585
306;0.913215
307;0.9119
308;0.90664
309;0.910585
310;0.90664
311;0.905325
312;0.90664
313;0.9119
314;0.90927
315;0.901381
316;0.907955
317;0.901381
318;0.907955
319;0.907955
320;0.907955
321;0.915845
322;0.922419
323;0.921105
324;0.913215
325;0.9119
326;0.91453
327;0.913215
328;0.913215
329;0.915845
330;0.9119
331;0.915845
332;0.907955
333;0.907955
334;0.90664
335;0.910585
336;0.913215
337;0.913215
338;0.90927
339;0.907955
340;0.918475
341;0.918475
342;0.922419
343;0.9119
344;0.9119
345;0.90664
346;0.901381
347;0.910585
348;0.904011
349;0.893491
350;0.904011
351;0.915845
352;0.91716
353;0.9119
354;0.905325
355;0.907955
356;0.91979
357;0.91453
358;0.91453
359;0.913215
360;0.91716
361;0.913215
362;0.91716
363;0.915845
364;0.91453
365;0.923734
366;0.922419
367;0.913215
368;0.918475
369;0.91453
370;0.922419
371;0.91979
372;0.91453
373;0.91453
374;0.925049
375;0.927679
376;0.91979
377;0.918475
378;0.922419
379;0.921105
380;0.91979
381;0.91716
382;0.915845
383;0.910585
384;0.907955
385;0.90927
386;0.913215
387;0.9119
388;0.905325
389;0.907955
390;0.901381
391;0.902696
392;0.893491
393;0.892176
394;0.892176
395;0.907955
396;0.910585
397;0.910585
398;0.91979
399;0.921105
400;0.91716
401;0.918475
402;0.918475
403;0.90927
404;0.90664
405;0.91453
406;0.90927
407;0.9119
408;0.9119
409;0.9119
410;0.915845
411;0.907955
412;0.902696
413;0.905325
414;0.898751
